alert_time,stock_code,stock_name,title,content_preview,url,source,published_at,impact_score,reasoning,current_price,change_rate,telegram_success,processing_time
2025-07-16 12:49:58,006800,미래에셋증권,"[마켓인]조선업 호황 등에 업은 한화오션, 회사채로 700억 조달 나선다","한화오션, 2년물 300억원·3년물 400억원 총 700억원 회사채 발행…16일 수요예측 “기업어음 등 채무 상환에 사용할 예정” 산업 회복세…투심에 우호적 영향 주나 이 기사는 2025년07월15일 17시27분에 마켓인 프리미엄 콘텐츠로 선공개 되었습니다. [이데일리 마켓in 김연서 한화오션) 15일 금융투자업계에 따르면 한화오션은 총 700억원 규모의 ...",https://n.news.naver.com/article/018/0006066436,,2025-07-15 18:28:00,0.500,뉴스 알림,,,Yes,179.98s
2025-07-16 12:49:58,006800,미래에셋증권,"&quot;2년 내 파이프라인 20개&quot; 리가켐바이오, 한 달새 20%↑[주톡피아]","R&D데이서 파이프라인 확대 전략 공개 ""2027년까지 20개"" 1분기 영업이익 전년비 300%↑…플랫폼 기술이전 실적 반영 국민연금 등 기관 수요도 지속…증권가 전망도 낙관적 [이데일리 신하연 기자] 바이오신약 개발 기업 리가켐바이오(141080)가 이달 초 ‘글로벌 R&D데이’에서 내놓은 파이프라인 확대 계획에 시장이 반응하고 있다. 항체-약물접합체(A...",https://n.news.naver.com/article/018/0006066847,,2025-07-16 10:34:00,0.500,뉴스 알림,,,Yes,215.96s
2025-07-16 12:49:58,006800,미래에셋증권,"[단독] 카카오뱅크-한투리얼에셋 컨소시엄, 판교 테크원타워 품는다",2조원 안팎 인수가액 제시해 글로벌 진출 거점으로 삼을듯 삼성화재 본사사옥 이후 최대 [본 기사는 07월 16일(10:39) 매일경제 자본시장 전문 유료매체인 ‘레이더M’에 보도 된 기사입니다] 카카오뱅크가 올해 상업용 오피스 대어(大魚)로 꼽히는 판교 테크원타워를 품는다. 출범 10년차를 맡은 카카오뱅크는 디지털 금융 플랫폼 확장의 중심을 판교 테크원타워...,https://n.news.naver.com/article/009/0005525685,,2025-07-16 10:56:00,0.500,뉴스 알림,,,Yes,220.49s
2025-07-16 12:49:58,006800,미래에셋증권,"티엠씨, 코스피 상장예비심사 신청서 제출","한국거래소 유가증권시장본부는 티엠씨 주권의 유가증권시장 상장예비심사 신청서를 접수했다고 15일 밝혔다. 티엠씨는 2012년 12월 설립돼 절연선 및 케이블 제조업을 영위하는 기업이다. 신청일 현재 ㈜케이피에프 등이 68.4%의 지분을 보유하고 있다. 티엠씨는 지난해 별도 기준 매출액 3543억원, 영업이익 134억원을 각각 기록했다. 대표 주관회사는 미래에...",https://n.news.naver.com/article/018/0006066448,,2025-07-15 18:56:00,0.500,뉴스 알림,,,Yes,186.79s
2025-07-16 12:49:58,006800,미래에셋증권,효성중공업 장중 100만원 넘어 ‘황제주’ 등극,"14일 서울 중구 하나은행 본점 딜링룸에서 딜러가 업무를 보고 있다. 이날 코스피는 전 거래일보다 26.26p(0.83%) 오른 3,202.03으로 마감했다. 원/달러 환율은 5.8원 오른 1,381.2원, 코스닥지수는 1.10p(0.14%) 내린 799.37로 장을 마쳤다. 연합뉴스 효성중공업 주가가 14일 장중 100만 원을 넘어서며 ‘황제주’에 등극했...",https://n.news.naver.com/article/021/0002722618,,2025-07-14 22:51:00,0.500,뉴스 알림,,,Yes,112.02s
2025-07-16 12:49:58,006800,미래에셋증권,"미래에셋證, 2분기 퇴직연금 유입 업계 최고 기록","상반기 퇴직연금(DCㆍIRP) 적립금 3조 4206억원 증가 전 업권 ‘3조 이상’ 증가 유일 ◆…미래에셋증권이 올해 2분기 퇴직연금 유입 업계 최고를 기록했다. [사진=미래에셋증권] 미래에셋증권이 올해 2분기 퇴직연금 적립금이 전 업권에서 가장 많이 증가했다고 15일 밝혔다. 금융감독원 통합연금포털 2025년 2분기 퇴직연금 공시에 따르면, 미래에셋증권의...",https://n.news.naver.com/article/123/0002363730,,2025-07-15 20:29:00,0.500,뉴스 알림,,,Yes,189.10s
2025-07-16 12:49:58,006800,미래에셋증권,‘정책수혜’ 증권·금융주…“높아진 밸류에도 모멘텀 여전”,지난해 밸류업부터 올해 새 정부의 코리아 디스카운트 해소 의지까지 꾸준히 정책 수혜를 입은 금융과 증권 관련 종목의 주가가 큰 폭으로 올랐다. 증권가에서는 높아진 밸류에이션에도 불구하고 상승 모멘텀이 여전하다는 분석을 내놨다. 특히 거래량 증가의 직접 수혜를 입는 증권주의 상승 여력이 더 높다는 평가다. 15일 한국거래소에 따르면 올해 들어 이날까지 'KR...,https://n.news.naver.com/article/029/0002968332,,2025-07-15 16:32:00,0.500,뉴스 알림,,,Yes,159.80s
2025-07-16 12:49:58,006800,미래에셋증권,&quot;한화에어로 제쳤다&quot;…효성중공업 4대 황제주 등극,"효성중공업 14일 주가 100만원 돌파 삼양식품·태광산업·삼성바이오로직스 이어 4번째 AI 전력기기 슈퍼사이클 진입 기대감 차기 황제주(주가 100만원 이상) 자리를 두고 레이스를 펼친 주자들의 희비가 엇갈렸다. 삼양식품의 뒤를 바짝 추격하며 선두권을 달리던 한화에어로스페이스가 주춤한 사이, 인공지능(AI) 전력기기의 '슈퍼사이클'(호황)을 등에 업은 효성...",https://n.news.naver.com/article/277/0005622401,,2025-07-15 06:58:00,0.500,뉴스 알림,,,Yes,118.90s
2025-07-16 12:49:58,006800,미래에셋증권,"헌인마을에서 손 뗀 지 언젠데, 오히려 짙어지는 삼부 그림자","헌인마을 사모펀드, 삼부 주식 대량 보유한 뒤 호재로 큰 차익 관측… 실소유주 관련 ‘최은순’ 이름 등장 2025년 7월7일 서울시 서초구 내곡동 헌인마을 일대에서 개발사업이 진행되고 있다. 김진수 선임기자 jsk@hani.co.kr ‘강남의 마지막 남은 노른자 땅.’ 지하철 2호선 강남역에서 차로 20분 거리에 있는 서울시 서초구 내곡동 374번지 헌인마...",https://n.news.naver.com/article/036/0000051973,,2025-07-15 11:48:00,0.500,뉴스 알림,,,Yes,150.86s
2025-07-16 12:49:58,006800,미래에셋증권,"황제주 등극 종목보니…'불닭' 삼양, 'K바이오' 삼바, 효성重은 왜?","효성중공업이 만드는 초고압 변압기. 사진 효성 삼양식품은 ‘불닭볶음면’, 삼성바이오로직스는 ‘K바이오’ 바람을 탔다. 올해 주식 시장에서 1주당 100만원을 돌파한 종목, 일명 황제주에 오른 배경이다. 그렇다면 효성중공업은 왜? 효성중공업이 지난 14일 유가증권시장(코스피)에서 100만8000원으로 장을 마감하며 ‘황제주’에 올랐다. 15일도 전 거래일보다...",https://n.news.naver.com/article/025/0003455279,,2025-07-15 16:22:00,0.500,뉴스 알림,,,Yes,155.39s
2025-07-16 12:49:58,006800,미래에셋증권,"[주가동향] 미래에셋證, 과도한 기대감 평가...목표주가 '상향'ㆍ투자...","2분기...순영업수익 7530억(전년比 +7.7%), 순이익 2750억(+38.2%) 목표주가 조정...10개 증권사 중 8곳 '상향' 투자의견 조정...10개 증권사 중 7곳 '하향' ◆…미래에셋증권에 대해 증권가에서 목표주가는 '상향'하면서도ㆍ투자의견은 '하향'하고 있다. [사진=미래에셋증권] 미래에셋증권에 대한 증권가의 평가가 다양한 모습을 보이고 있...",https://n.news.naver.com/article/123/0002363721,,2025-07-15 17:23:00,0.500,뉴스 알림,,,Yes,166.69s
2025-07-16 12:49:58,006800,미래에셋증권,AI 전력 수요 급증 “대안찾기 힘들다” 두산에너빌 1위 [주식 초고수...,미국 원전 확대 정책 영향에 한국전력·현대건설 순매수 [서울경제] 미래에셋증권에서 거래하는 고수익 투자자들이 15일 오전 가장 많이 순매수한 종목은 두산에너빌리티(034020)인 것으로 집계됐다. 이날 미래에셋증권에 따르면 미래에셋증권 주식 거래 고객 중 최근 1개월 동안 투자수익률 상위 1%에 해당하는 ‘주식 초고수’들이 오전 11시까지 가장 많이 사들인...,https://n.news.naver.com/article/011/0004509281,,2025-07-15 13:59:00,0.500,뉴스 알림,,,Yes,153.19s
2025-07-16 12:49:58,006800,미래에셋증권,"전기차 침체 속 K-배터리, LFP·ESS로 활로 찾는다","LG엔솔, 북미공장 LFP 전환 착수…2027년 양산 SK온, 엘앤에프와 MOU…ESS용 LFP 생산체제 구축 삼성SDI, 헝가리 공장 투자…생산라인 전환 전망 [서울=뉴시스] 정병혁 5일 서울 강남구 코엑스에서 열린 인터배터리 2025에서 삼성SDI 부스를 찾은 참관객들이 원통형 배터리를 살펴보고 있다. 2025.03.05. jhope@newsis.com...",https://n.news.naver.com/article/003/0013365741,,2025-07-16 11:39:00,0.500,뉴스 알림,,,Yes,225.31s
2025-07-16 12:49:58,006800,미래에셋증권,"[특징주] 증권주, 美 CPI 여파에 차익매물 출회…미래에셋 4%대 약세",NH·대신·삼성·신영 등도 일제히 내려 ⓒ데일리안 [데일리안 = 서진주 기자] 최근 상승세를 이어온 국내 증권주가 일제히 약세다. 16일 한국거래소에 따르면 이날 오전 10시 44분 현재 미래에셋증권은 전 거래일 대비 4.88%(1100원) 내린 2만1450원에 거래되고 있다. 같은 시간 NH투자증권(-3.84%)·대신증권(-3.69%)·삼성증권(-3.51...,https://n.news.naver.com/article/119/0002979753,,2025-07-16 10:45:00,0.500,뉴스 알림,,,Yes,218.59s
2025-07-16 12:49:58,006800,미래에셋증권,[IPO 워치] '기술력 주목' 뉴로핏 상장 눈앞…FI 지분 '오버행' 우려는...,"뇌 질환 진단∙치료 인공지능(AI) 전문기업 뉴로핏이 기술특례로 코스닥 시장에 입성한다. 오는 16일까지 일반 청약을 실시하고 25일 상장할 예정이다. 기술력을 기반으로 업계의 많은 기대를 받고 있지만, 재무적 투자자(FI) 지분이 많은데다 보호예수기간도 짧아 오버행(잠재적 대량 매도 물량) 우려가 높은 상황이다. 15일 관련업계에 따르면 뉴로핏은 4일부터...",https://n.news.naver.com/article/293/0000069830,,2025-07-15 16:23:00,0.500,뉴스 알림,,,Yes,157.80s
2025-07-16 12:49:58,006800,미래에셋증권,미래에셋만 너무 비싸다?…&quot;PBR 1.2배도 가능&quot;,"<앵커> 증시 상승세에 힘입어 국내 증권사들도 2분기 어닝 서프라이즈를 보일 전망입니다. 개인투자자들의 활발한 증시 참여가 이어지면서 특히 리테일 점유율이 높은 증권사들의 수수료 이익 증가가 기대됩니다. 증권부 정재홍 기자 나왔습니다. 정 기자, 새정부 출범 전후로 코스피 거래대금이 상당히 많이 늘었죠? <기자> 네. 새정부 출범 직전이었던 지난 5월부터 ...",https://n.news.naver.com/article/215/0001216368,,2025-07-15 17:25:00,0.500,뉴스 알림,,,Yes,169.11s
2025-07-16 12:49:58,006800,미래에셋증권,K-철강 '사업 정리·휴업'에도 2Q 고전…하반기도 '먹구름','中 감산'에 반등 기대감…'美 관세' 복병 우려 여전 도널드 트럼프 미국 대통령은 12국에 대한 상호관세 통보 서한에 서명했다며 오는 7일(현지시간) 발송한다고 예고했다. 트럼프 대통령은 앞서 상호관세율이 낮으면 10~20%에서 높으면 60~70%에 이를 수 있다고 밝혔다. 6일 경기 평택시 포승읍 평택항 야적장에 수출용 철강 제품이 쌓여 있다. 2025...,https://n.news.naver.com/article/421/0008369587,,2025-07-15 06:55:00,0.500,뉴스 알림,,,Yes,116.90s
2025-07-16 14:06:30,006800,미래에셋증권,AI 전력 호황에 효성중공업 ‘황제주’ 등극,"효성중공업의 초고압 변압기. /효성중공업 제공 효성중공업이 최근 종가 100만원을 넘어서며 ‘황제주’에 등극했다. 황제주는 주식 시장에서 100만원을 넘어서는 종목을 가리킨다. 황제주는 15일 기준 효성중공업을 포함해 삼양식품, 태광산업, 삼성바이오로직스 등 4개뿐이다. 15일 효성중공업은 2.68% 오른 103만5000원에 장을 마감했다. 전날 종가 10...",https://n.news.naver.com/article/023/0003917295,,2025-07-16 00:41:00,0.600,"효성중공업, 미국 기업과 2641억원 규모 계약 체결","20,950",-7.10%,Yes,16.20s
2025-07-16 14:06:30,006800,미래에셋증권,"李 특급 칭찬받은 김병환, 유임설 ‘솔솔’…금감원장엔 홍성국 유력","이재명 대통령이 15일 서울 용산 대통령실 청사에서 열린 국무회의에서 국기에 경례를 하고 있다. [연합뉴스] 김병환 금융위원장의 유임설이 또다시 제기되고 있다. 이재명 대통령이 김 위원장에게 6·27 대출 규제 성과에 대한 칭찬의 메시지를 두 번이나 전했기 때문이다. 금융감독원장에는 홍성국 전 더불어민주당 국회의원, 손병두 전 한국거래소 이사장이 유력하게 ...",https://n.news.naver.com/article/029/0002968430,,2025-07-16 05:40:00,0.500,"금융위원장 유임설, 관련주 주목","20,950",-7.10%,Yes,18.37s
2025-07-16 14:06:30,006800,미래에셋증권,"포스코, 장인화 민 ‘리튬’이 발목…이차전지서 1000억대 적자","영업익 컨센서스 6854억…전년비 8.8%↓ 리튬, 실적 부진 ‘원흉’…어닝쇼크 예상도 탄산리튬 가격 ‘뚝’…재고평가손실 떠안아 장인화 “꼭 가야”…리튬 투자 축소 없어 철강 전년비 영업익 증가…반등 기대감 한국철강협회장인 장인화 포스코그룹 회장이 철의 날인 6월 9일 서울 강남구 그랜드인터컨티넨탈 서울 파르나스 호텔에서 열린 제26회 철의 날 기념식에 참...",https://n.news.naver.com/article/082/0001335678,,2025-07-16 13:50:00,0.600,뉴스 알림,"20,950",-7.10%,Yes,22.82s
2025-07-16 14:06:30,006800,미래에셋증권,'환전 경쟁 거세진다' 은행·증권사·인뱅까지 동맹 전략 확대,"자료 게티이미지 증권사 일반환전 서비스가 가능해지면서 은행과 증권사 간 제휴가 급물살을 타고 있다. 각 사는 서비스 고도화와 고객 확보를 위한 물밑 작업에 속도를 내고 있다. 금융업계에 따르면 하나은행은 키움증권, 하나증권과 손잡고 연내 환전 서비스 출시를 준비한다. 고객이 증권사에서 환전 후 인천공항을 포함한 하나은행 전 영업점에서 외화를 수령할 수 있도...",https://n.news.naver.com/article/030/0003332087,,2025-07-16 14:01:00,0.600,"미래에셋증권, 환전 제휴 확대로 수익 증가 기대","20,950",-7.10%,Yes,33.89s
2025-07-16 14:06:31,006800,미래에셋증권,"미래에셋證, 2분기 퇴직연금 유입 업계 최고 기록","상반기 퇴직연금(DCㆍIRP) 적립금 3조 4206억원 증가 전 업권 ‘3조 이상’ 증가 유일 ◆…미래에셋증권이 올해 2분기 퇴직연금 유입 업계 최고를 기록했다. [사진=미래에셋증권] 미래에셋증권이 올해 2분기 퇴직연금 적립금이 전 업권에서 가장 많이 증가했다고 15일 밝혔다. 금융감독원 통합연금포털 2025년 2분기 퇴직연금 공시에 따르면, 미래에셋증권의...",https://n.news.naver.com/article/123/0002363730,,2025-07-15 20:29:00,0.800,"미래에셋증권, 2분기 퇴직연금 유입 업계 최고 기록","20,950",-7.10%,Yes,15.10s
2025-07-16 14:23:40,006800,미래에셋증권,'환전 경쟁 거세진다' 은행·증권사·인뱅까지 동맹 전략 확대,"자료 게티이미지 증권사 일반환전 서비스가 가능해지면서 은행과 증권사 간 제휴가 급물살을 타고 있다. 각 사는 서비스 고도화와 고객 확보를 위한 물밑 작업에 속도를 내고 있다. 금융업계에 따르면 하나은행은 키움증권, 하나증권과 손잡고 연내 환전 서비스 출시를 준비한다. 고객이 증권사에서 환전 후 인천공항을 포함한 하나은행 전 영업점에서 외화를 수령할 수 있도...",https://n.news.naver.com/article/030/0003332087,,2025-07-16 14:01:00,0.600,"미래에셋증권, 환전 제휴 확대로 수익 증가 기대","21,100",-6.43%,Yes,34.36s
2025-07-16 14:23:40,006800,미래에셋증권,"미래에셋證, 2분기 퇴직연금 유입 업계 최고 기록","상반기 퇴직연금(DCㆍIRP) 적립금 3조 4206억원 증가 전 업권 ‘3조 이상’ 증가 유일 ◆…미래에셋증권이 올해 2분기 퇴직연금 유입 업계 최고를 기록했다. [사진=미래에셋증권] 미래에셋증권이 올해 2분기 퇴직연금 적립금이 전 업권에서 가장 많이 증가했다고 15일 밝혔다. 금융감독원 통합연금포털 2025년 2분기 퇴직연금 공시에 따르면, 미래에셋증권의...",https://n.news.naver.com/article/123/0002363730,,2025-07-15 20:29:00,0.900,"미래에셋증권, 2분기 퇴직연금 유입 업계 최고 기록","21,100",-6.43%,Yes,14.64s
2025-07-16 14:23:40,006800,미래에셋증권,"포스코, 장인화 민 ‘리튬’이 발목…이차전지서 1000억대 적자","영업익 컨센서스 6854억…전년비 8.8%↓ 리튬, 실적 부진 ‘원흉’…어닝쇼크 예상도 탄산리튬 가격 ‘뚝’…재고평가손실 떠안아 장인화 “꼭 가야”…리튬 투자 축소 없어 철강 전년비 영업익 증가…반등 기대감 한국철강협회장인 장인화 포스코그룹 회장이 철의 날인 6월 9일 서울 강남구 그랜드인터컨티넨탈 서울 파르나스 호텔에서 열린 제26회 철의 날 기념식에 참...",https://n.news.naver.com/article/082/0001335678,,2025-07-16 13:50:00,0.600,"포스코 이차전지 사업 적자, 미래에셋증권에 부정적","21,100",-6.43%,Yes,23.41s
2025-07-16 14:23:40,006800,미래에셋증권,AI 전력 호황에 효성중공업 ‘황제주’ 등극,"효성중공업의 초고압 변압기. /효성중공업 제공 효성중공업이 최근 종가 100만원을 넘어서며 ‘황제주’에 등극했다. 황제주는 주식 시장에서 100만원을 넘어서는 종목을 가리킨다. 황제주는 15일 기준 효성중공업을 포함해 삼양식품, 태광산업, 삼성바이오로직스 등 4개뿐이다. 15일 효성중공업은 2.68% 오른 103만5000원에 장을 마감했다. 전날 종가 10...",https://n.news.naver.com/article/023/0003917295,,2025-07-16 00:41:00,0.700,"효성중공업, 미국 AI 기업들의 전력 인프라 수요 증가에 주가 상승","21,100",-6.43%,Yes,16.99s
2025-07-16 14:23:40,006800,미래에셋증권,"李 특급 칭찬받은 김병환, 유임설 ‘솔솔’…금감원장엔 홍성국 유력","이재명 대통령이 15일 서울 용산 대통령실 청사에서 열린 국무회의에서 국기에 경례를 하고 있다. [연합뉴스] 김병환 금융위원장의 유임설이 또다시 제기되고 있다. 이재명 대통령이 김 위원장에게 6·27 대출 규제 성과에 대한 칭찬의 메시지를 두 번이나 전했기 때문이다. 금융감독원장에는 홍성국 전 더불어민주당 국회의원, 손병두 전 한국거래소 이사장이 유력하게 ...",https://n.news.naver.com/article/029/0002968430,,2025-07-16 05:40:00,0.400,"금융위원장 유임설, 금감원장 유력후보 소식에 주목","21,100",-6.43%,Yes,19.23s
2025-07-16 15:31:37,006800,미래에셋증권,"자사주 1억주 소각한다는 '미래에셋증권', 그래도 1억주 남는다","증권사 중 밸류업 가장 적극적인 미래에셋증권 2030년까지 매년 1500만주 이상, 총 1억주 소각 다만 1억1000만주 합병자사주 소각계획 없어 합병 자사주 처분시 유통물량→주주가치 희석 코스피지수가 역대 최고치를 향해가면서 실적과 주주환원 여력을 모두 갖춘 금융주, 그중에서도 증권주 주가 움직임이 두드러지고 있다. 올해 초 자기자본 12조원(연결재무제표...",https://n.news.naver.com/article/648/0000037916,,2025-07-16 07:30:00,0.800,"미래에셋증권, 자사주 소각 정책 발표","20,950",-7.10%,Yes,20.98s
2025-07-16 15:31:37,006800,미래에셋증권,"[상법개정안 여파] 네이버, 주주가치vs임직원 보상…자사주 맞교환 딜...",경기 성남시 분당구에 위치한 네이버 제2사옥 1784 /사진 제공=네이버 상법개정안의 범위가 자사주 소각 의무화로 확대될 예정인 가운데 약 6%인 네이버의 자사주 보유 비율에 관심이 쏠린다. 상법개정 범위가 넓어지면 기업은 자사주를 매입한 뒤 1년 이내에 소각해야 하기 때문이다. 이에 따라 네이버가 보유 자사주를 줄이면 다른 기업과의 전략적 제휴에 자사주 ...,https://n.news.naver.com/article/293/0000069872,,2025-07-16 14:44:00,0.600,뉴스 알림,"20,950",-7.10%,Yes,25.41s
2025-07-16 15:31:37,006800,미래에셋증권,"삼성SDI, &quot;단기 실적 부진...하반기 신규 수주 주목&quot; 미래에셋證","삼성SDI 기흥사업장. 연합뉴스 [파이낸셜뉴스] 미래에셋증권은 16일 삼성SDI의 단기 실적 부진이 이어질 것으로 전망했다. 다만 중장기 관점에서의 회생 전략과 하반기 신규 수주여부가 중요한 변곡점이 될 것이라고 제언했다. 김철중 미래에셋증권 연구원은 보고서를 통해 삼성SDI의 2·4분기 매출액이 3조1000억원, 영업손실 3500억원을 기록할 것으로 내다...",https://n.news.naver.com/article/014/0005377607,,2025-07-16 08:00:00,0.600,"삼성SDI, 하반기 신규수주 주목 필요","20,950",-7.10%,Yes,23.25s
2025-07-16 15:31:37,006800,미래에셋증권,6월 美 CPI 반등…코스피 숨고르기 이어지나,6월 소비자물가 2.7%…근원 CPI 2.9%↑ [서울=뉴시스] 김경택 지난달 미국의 소비자물가상승률이 큰 폭으로 반등하면서 코스피가 최근 급등에 따른 숨고르기에 돌입할 가능성이 제기된다. 관세 영향에 따라 물가가 비교적 큰 폭으로 뛰면서 연방공개시장위원회(FOMC)의 기준금리 인하에 대한 시장 기대치가 낮아졌기 때문이다. 16일 금융투자업계에 따르면 미국...,https://n.news.naver.com/article/003/0013364837,,2025-07-16 07:29:00,0.600,"6월 미국 CPI 반등, 코스피 숨고르기 예상","20,950",-7.10%,Yes,19.07s
2025-07-16 15:31:37,006800,미래에셋증권,2800억 미래에셋 위조 대출 분쟁 ‘강제 증거개시’ 기각,"미 법원, 문서제출 강제 요구에 대해 “협의 먼저 하라” 미래에셋증권 사옥. [ⓒ미래에셋증권] [디지털데일리 황대영 기자] 미래에셋증권이 미국에서 진행 중인 2억1000만달러(약 2800억원) 규모의 대출 재판과 관련, 핵심 문서 제출에 대한 강제 요청이 기각 됐다. 지난 8일(현지시간) 미국 네바다주(州) 지방법원은 미래에셋이 미국 신재생에너지 기업 라이...",https://n.news.naver.com/article/138/0002200781,,2025-07-16 15:06:00,0.600,"미래에셋증권, 2800억 대출 분쟁 관련 증거개시 신청 기각","20,950",-7.10%,Yes,28.03s
2025-07-16 15:51:13,006800,미래에셋증권,"자사주 1억주 소각한다는 '미래에셋증권', 그래도 1억주 남는다","증권사 중 밸류업 가장 적극적인 미래에셋증권 2030년까지 매년 1500만주 이상, 총 1억주 소각 다만 1억1000만주 합병자사주 소각계획 없어 합병 자사주 처분시 유통물량→주주가치 희석 코스피지수가 역대 최고치를 향해가면서 실적과 주주환원 여력을 모두 갖춘 금융주, 그중에서도 증권주 주가 움직임이 두드러지고 있다. 올해 초 자기자본 12조원(연결재무제표...",https://n.news.naver.com/article/648/0000037916,,2025-07-16 07:30:00,0.700,"미래에셋증권, 자사주 소각 정책 발표","20,950",-7.10%,Yes,17.35s
2025-07-16 15:51:13,006800,미래에셋증권,"삼성SDI, &quot;단기 실적 부진...하반기 신규 수주 주목&quot; 미래에셋證","삼성SDI 기흥사업장. 연합뉴스 [파이낸셜뉴스] 미래에셋증권은 16일 삼성SDI의 단기 실적 부진이 이어질 것으로 전망했다. 다만 중장기 관점에서의 회생 전략과 하반기 신규 수주여부가 중요한 변곡점이 될 것이라고 제언했다. 김철중 미래에셋증권 연구원은 보고서를 통해 삼성SDI의 2·4분기 매출액이 3조1000억원, 영업손실 3500억원을 기록할 것으로 내다...",https://n.news.naver.com/article/014/0005377607,,2025-07-16 08:00:00,0.600,"삼성 SDI, 하반기 신규수주 주목","20,950",-7.10%,Yes,19.71s
2025-07-16 16:03:11,006800,미래에셋증권,"코스피, 차익 실현 매물에 0.9%↓…은행·증권주 '털썩'",코스닥은 약보합 원·달러 환율 1385.7원에 주간 거래 마감 사진=뉴스1 코스피가 사흘 만에 하락 마감하며 3200선을 내줬다. 코스닥 지수도 약보합세를 보였다. 차익실현 매물이 나오며 하방 압력을 받은 것으로 풀이된다. 16일 코스피는 전일 대비 28.9포인트(0.9%) 하락한 3186.38에 마감했다. 장 초반 3178.42까지 밀렸던 코스피는 장중 ...,https://n.news.naver.com/article/015/0005158720,,2025-07-16 15:52:00,0.700,"미래에셋증권 주가 하락, 차익실현 매물 영향","20,950",-7.10%,Yes,19.65s
2025-07-16 16:03:16,006800,미래에셋증권,"5대 증권사 “올 3Q, 코스피 3300 돌파” [하반기 증시전망]",방산·조선·금융주 지속 관심..“관세·금리 변수 주목해야” 서울 여의도 증권가 모습. 연합뉴스 제공 [파이낸셜뉴스] 국내 5대 증권사는 올해 3·4분기에 코스피지수가 3300을 돌파한 후 상승 동력을 이어갈 것이란 전망을 내놨다. 올 하반기 코스피 예상 상단 밴드는 3600선이다. 다만 미중 간 관세 협상과 미국 연방준비제도(Fed·연준)의 금리 정책 등이...,https://n.news.naver.com/article/014/0005377959,,2025-07-16 15:54:00,0.600,"5대 증권사, 하반기 코스피 ****-**** 전망","20,950",-7.10%,Yes,26.62s
2025-07-16 16:03:16,006800,미래에셋증권,"타임폴리오, Korea플러스배당액티브 ETF 0.5% 특별 배당 실시","타임폴리오 로고 타임폴리오자산운용은 TIMEFOLIO Korea플러스배당액티브 ETF(상장지수펀드)가 0.5%의 특별배당을 실시한다고 16일 밝혔다. 배당락일은 오는 30일이며, 특별배당 지급일은 8월 초일 예정이다. 이번 특별배당에 기존 월배당 0.5%를 합하면 오는 8월 총 1%의 현금 분배가 이뤄진다. TIMEFOLIO Korea플러스배당액티브는 증권...",https://n.news.naver.com/article/008/0005222264,,2025-07-16 09:27:00,0.600,"미래에셋증권, 타임폴리오 ETF 특별배당에 포함","20,950",-7.10%,Yes,22.27s
2025-07-16 16:03:16,006800,미래에셋증권,상법개정안 국무회의 통과 후 차익실현 폭탄…은행·증권株 '털썩'[핫...,"15일 오후 서울 중구 하나은행 본점 딜링룸 전광판에 코스피 지수가 표시되고 있다. 이날 코스피 지수는 전거래일 대비 13.25포인트(0.41%) 오른 3215.28로, 코스닥은 13.51 포인트(1.69%) 상승한 812.88로 장을 마쳤다. 2025.7.15/뉴스1 ⓒ News1 신웅수 뉴스1) 강수련 상법 개정안이 국무회의를 통과하자, 그동안 올랐던 ...",https://n.news.naver.com/article/421/0008372392,,2025-07-16 09:24:00,0.600,"미래에셋증권, 차익실현 매물에 약세","20,950",-7.10%,Yes,20.22s
2025-07-16 16:15:35,006800,미래에셋증권,&quot;너무 올랐나&quot; 차익실현 매물에 KB금융 5%↓…시총 6위로[핫종목],"(종합) 미래에셋증권 7%↓…증권주도 급락 코스피가 상승 랠리를 멈추고 숨고르기에 들어간 16일 오후 서울 중구 하나은행 본점 딜링룸 전광판에 코스피 종가가 표시되고 있다. 이날 코스피는 전 거래일 대비 28.90포인트(0.90%) 내린 3186.38, 코스닥은 0.65포인트(0.08%) 하락한 812.23으로 장을 마쳤다. 2025.7.16/뉴스1 ⓒ N...",https://n.news.naver.com/article/421/0008374113,,2025-07-16 16:09:00,0.600,미래에셋증권을 비롯한 증권주 하락,"20,950",-7.10%,Yes,33.73s
2025-07-16 16:15:35,006800,미래에셋증권,"[특징주] 증권주, 美 CPI 여파에 차익매물 출회…미래에셋 4%대 약세",NH·대신·삼성·신영 등도 일제히 내려 ⓒ데일리안 [데일리안 = 서진주 기자] 최근 상승세를 이어온 국내 증권주가 일제히 약세다. 16일 한국거래소에 따르면 이날 오전 10시 44분 현재 미래에셋증권은 전 거래일 대비 4.88%(1100원) 내린 2만1450원에 거래되고 있다. 같은 시간 NH투자증권(-3.84%)·대신증권(-3.69%)·삼성증권(-3.51...,https://n.news.naver.com/article/119/0002979753,,2025-07-16 10:45:00,0.600,미래에셋증권을 비롯한 증권주들이 미국 CPI 발표로 인한 경계감으로 약세,"20,950",-7.10%,Yes,16.09s
